NewRollNo,Class,Question1,Question2,Question3,Question4,Question5,Question6,Question7,Question8,Question9,Question10,Question11,Question12,Question13,Question14,Question15,Question16,Question17,Question18,Question19,Question20,Question21,Question22,Question23,Question24,Question25,Question26,Question27,Question28,Question29,Question30,Question31,Question32,Question33,Question34,Question35,Question36,Question37,Question38,Question39,Question40,Question41,Question42,Question43,Question44,Question45,Question46,Question47,Question48,Question49,Question50,Question51,Question52,Question53,Question54,Question55,Question56,Question57,Question58,Question59,Question60,Question61,Question62,Question63,Question64,Question65,Question66,Question67,Question68,Question69,Question70,Question71,Question72,Question73,Question74,Question75,Question76,Question77,Question78,Question79,Question80,Question81,Question82,Question83,Question84,Question85,Question86,Question87,Question88,Question89,Question90
1138,5,B,D,A,C,D,D,D,D,C,C,C,D,B,C,C,B,B,D,C,B,D,C,A,B,D,A,D,C,A,B,B,D,C,A,D,C,B,B,C,C,B,B,C,D,B,C,A,E,D,B,A,C,D,C,B,A,A,"A,E",E,E,A,E,D,D,D,A,C,E,B,A,E,B,C,B,A,C,B,C,D,E,,,,,,,,,,
1140,5,C,A,B,D,C,C,D,B,A,D,B,D,E,D,C,B,D,D,"A,C",A,B,C,D,B,C,D,E,A,A,A,A,C,D,B,C,D,A,D,A,C,D,A,E,C,B,D,B,B,D,B,B,D,B,C,E,C,C,A,B,A,A,D,A,A,C,E,E,D,C,A,D,E,D,A,E,B,A,C,B,C,,,,,,,,,,
1142,5,D,C,A,B,A,C,B,B,C,D,A,B,B,E,C,B,,A,A,D,B,C,E,B,D,D,E,A,C,A,A,C,B,B,C,C,E,B,B,C,B,C,C,C,B,D,B,A,B,C,B,D,C,E,B,C,C,C,"B,C",D,D,D,B,E,E,D,A,C,D,A,B,E,B,A,D,,B,C,E,C,,,,,,,,,,
1143,5,A,B,B,C,D,C,D,B,A,D,E,A,B,C,D,C,D,A,B,A,B,C,D,B,C,A,E,D,A,A,A,C,A,A,D,D,C,B,B,B,C,C,D,C,B,"B,D",B,B,A,B,B,B,D,C,A,D,C,D,B,A,D,B,C,A,D,B,D,A,B,D,B,E,C,E,B,D,E,E,A,C,,,,,,,,,,
1145,5,B,B,B,E,C,C,D,C,A,,B,B,B,E,C,D,D,A,A,A,C,D,D,E,E,C,D,C,A,B,A,C,A,D,C,D,,C,B,E,B,D,B,C,C,B,C,B,C,A,C,D,B,C,A,C,C,A,B,B,E,A,B,A,D,E,B,B,,,,,,,,,,,,,,,,,,,,,,
1146,5,D,B,A,A,A,D,D,,C,D,B,B,B,E,D,C,A,C,B,C,D,E,B,C,A,A,C,B,B,E,B,D,C,A,B,E,D,A,C,C,D,B,C,C,D,B,C,C,D,C,E,B,D,C,D,E,B,D,B,C,D,C,B,C,C,B,C,E,D,B,B,C,D,D,C,C,D,E,C,B,,,,,,,,,,
1147,5,B,A,B,B,D,C,D,"B,D",C,B,A,A,D,D,D,,C,D,D,C,C,B,A,B,C,D,A,D,C,A,D,C,A,C,B,D,A,B,C,C,B,C,A,C,D,E,B,A,C,D,B,C,C,,C,B,E,C,D,A,B,B,C,B,A,C,C,B,B,C,D,D,D,"D,E",B,B,A,D,B,B,,,,,,,,,,
1148,5,C,A,B,B,D,C,D,"B,D",C,B,B,A,D,D,D,C,D,D,D,C,C,B,A,"B,D",C,D,A,D,C,A,D,C,A,C,B,D,A,B,C,C,B,C,D,B,C,D,B,C,C,C,B,C,A,B,C,B,D,C,B,D,B,B,C,B,A,C,C,B,B,C,B,D,D,E,B,B,A,D,B,B,,,,,,,,,,
1149,5,C,A,B,C,C,C,D,"B,C",D,D,B,A,B,D,D,B,B,B,C,B,D,B,"A,D","D,E",C,D,A,B,C,D,"D,E",C,A,B,C,D,"D,E",B,C,D,B,C,A,C,D,E,B,A,C,D,B,C,C,"A,D",C,B,E,"C,D",B,A,"B,D","C,D","C,D",B,A,B,C,B,D,A,"C,D","B,D",D,E,"D,E",B,C,B,C,"B,D",,,,,,,,,,
1150,5,C,B,A,C,D,C,B,"B,C",E,D,C,B,B,B,C,B,E,D,D,D,B,C,D,B,C,D,D,C,C,C,B,C,C,B,B,D,D,C,C,D,B,C,A,C,D,E,B,A,A,C,B,B,C,A,A,C,D,C,B,A,D,A,C,A,D,E,C,C,D,C,B,D,D,D,E,B,C,B,A,D,,,,,,,,,,
1151,5,B,C,B,C,C,C,D,B,D,D,A,C,D,C,C,C,D,D,D,,B,C,D,B,C,A,C,A,C,A,A,C,D,D,A,D,B,C,C,D,A,B,"C,D",B,D,C,C,"B,D",B,D,B,D,B,E,A,D,C,A,B,C,A,B,A,A,B,D,D,B,B,D,B,E,D,B,C,B,"C,D",B,E,C,,,,,,,,,,
1152,5,B,B,B,"A,C",D,C,D,B,B,D,,C,D,C,C,E,D,D,D,C,B,E,D,B,C,C,C,A,D,D,B,E,C,D,C,,E,,B,A,C,C,A,D,E,,C,,D,,,B,C,B,D,B,C,B,,B,C,C,C,E,B,C,B,,B,E,,D,D,C,C,,A,C,E,C,,,,,,,,,,
1153,5,B,C,E,"B,E",A,B,E,D,"A,E",D,B,C,B,E,D,B,E,A,A,B,C,B,A,"B,E",B,D,,C,A,E,C,C,B,D,C,A,E,A,B,C,A,B,A,A,"C,E",D,B,,A,C,C,E,B,,A,B,D,C,E,D,A,B,A,B,B,D,E,C,A,C,E,B,,A,D,C,A,C,A,D,,,,,,,,,,
1154,5,B,B,E,B,C,C,D,B,E,D,A,C,B,C,C,B,A,D,B,A,D,C,C,C,C,B,D,C,C,B,B,C,A,A,D,B,D,A,B,B,A,D,C,C,D,B,C,B,D,C,B,B,D,E,A,C,,B,B,B,A,B,C,A,C,A,B,B,C,A,B,C,A,B,D,B,"A,E","A,E",D,E,,,,,,,,,,
1156,5,D,A,B,B,C,C,D,B,A,D,C,B,B,E,C,B,E,A,B,B,E,C,B,C,C,A,E,E,C,B,A,C,A,E,E,D,B,A,B,D,D,D,B,E,E,D,E,D,B,A,B,A,A,C,A,E,E,A,B,E,C,B,C,B,A,C,,D,B,B,A,D,C,A,C,D,C,A,C,A,,,,,,,,,,
1157,5,D,D,C,B,D,B,D,C,B,C,C,B,E,D,A,C,D,C,C,D,D,E,D,E,A,B,E,A,D,C,B,C,E,C,C,D,C,D,A,D,C,C,A,C,E,D,C,A,B,D,A,C,B,B,C,C,B,B,B,B,A,E,C,C,E,A,C,C,D,C,E,B,C,A,C,B,C,A,A,B,,,,,,,,,,
1158,5,D,D,A,B,A,D,D,C,B,C,C,B,"B,E",D,A,C,D,"C,E",E,C,D,E,B,E,C,B,E,A,D,C,D,C,E,C,C,D,C,D,"B,D",,B,C,A,"C,D","C,E","B,E",C,C,E,D,E,D,E,C,C,C,E,A,A,D,D,A,C,E,E,E,A,C,B,B,A,B,B,C,B,A,D,E,C,"B,D",,,,,,,,,,
1159,5,D,B,B,A,C,C,D,C,A,A,B,B,B,E,C,B,C,D,B,A,B,C,D,B,C,D,B,A,D,B,B,C,C,D,A,D,B,B,B,A,C,D,B,C,C,B,B,B,C,D,D,C,B,C,A,D,C,B,B,B,D,B,A,B,D,B,C,B,C,C,E,A,"D,E",E,D,E,C,E,A,C,,,,,,,,,,
1160,5,C,A,C,B,D,C,D,B,D,E,C,B,B,D,C,B,E,D,B,C,D,C,E,A,E,C,D,D,A,C,A,C,C,E,B,A,D,A,B,E,C,A,E,C,C,B,B,A,B,C,B,A,B,B,A,C,E,B,B,B,E,D,B,A,C,D,B,E,B,C,D,B,E,B,C,B,E,B,C,E,,,,,,,,,,
1161,5,D,A,D,C,D,C,B,B,"A,E",D,"A,E",B,"B,C",D,C,B,A,A,D,B,D,C,D,B,D,D,D,C,B,A,E,C,E,"A,E",A,A,E,E,E,E,E,E,D,A,C,E,B,D,C,C,A,A,B,"B,D","B,D",D,"D,E","A,D",C,B,D,D,A,"A,E",B,"A,E",A,B,D,E,E,A,A,A,A,A,E,D,D,C,,,,,,,,,,
1162,5,D,B,B,C,C,C,D,B,C,A,D,A,C,C,C,C,A,D,E,A,B,C,D,B,E,C,C,E,D,,A,C,C,D,D,E,B,A,E,C,C,D,E,C,E,,C,C,A,B,B,A,B,E,D,,C,C,B,B,B,,A,A,E,E,C,D,B,B,B,C,C,E,C,B,C,C,C,E,,,,,,,,,,
1163,5,D,E,B,B,D,C,D,C,A,A,B,E,B,D,C,B,,C,,A,A,C,"C,D",B,C,B,C,A,C,B,C,A,E,B,C,C,B,B,E,C,C,A,D,B,D,A,C,A,D,B,B,A,C,E,D,B,C,B,B,B,B,A,A,A,E,E,B,A,C,A,B,B,E,A,C,A,E,C,C,E,,,,,,,,,,
1164,5,C,B,B,D,D,C,D,B,E,A,C,A,B,A,D,B,D,D,B,A,B,C,D,D,C,"A,B",C,A,A,D,A,C,A,C,B,D,E,E,D,B,B,D,C,C,C,B,B,C,D,A,B,C,C,E,C,D,B,C,B,B,B,A,A,E,E,"B,E",C,,B,D,"A,B",,A,B,D,A,C,C,B,D,,,,,,,,,,
1165,5,C,D,B,E,C,C,B,E,E,D,E,B,B,D,C,B,C,,"B,E",B,B,C,D,C,D,B,C,D,E,E,E,D,C,E,B,E,C,,D,C,C,B,D,C,E,D,C,D,C,D,C,C,D,E,D,C,E,A,C,B,D,C,C,A,A,E,C,C,D,B,,C,B,C,C,D,C,D,C,C,,,,,,,,,,
1166,5,A,E,A,D,D,C,D,D,A,"B,D",A,B,D,C,C,C,E,C,A,B,A,D,D,"A,D",D,B,C,A,B,"C,D",B,A,D,E,D,C,E,A,C,B,C,B,B,"A,C",B,D,C,B,C,B,B,C,D,C,B,E,A,A,C,B,D,C,C,A,"A,E","C,E",C,C,D,B,C,B,B,C,C,D,C,D,C,C,,,,,,,,,,
1167,5,D,E,D,B,C,C,D,B,E,D,E,E,B,E,C,C,C,E,D,"B,E",B,C,D,B,C,E,C,A,D,D,A,C,B,E,B,D,D,A,C,B,D,C,C,E,C,C,C,A,C,D,B,A,B,E,D,A,C,A,B,E,D,B,A,C,A,E,C,D,D,B,B,A,C,B,D,B,C,E,E,E,,,,,,,,,,
1168,5,D,A,C,B,C,C,D,E,D,E,E,D,A,E,C,A,B,D,C,C,B,C,D,C,C,A,D,A,B,E,E,"C,E",A,A,A,E,E,C,D,C,C,B,D,C,E,C,B,D,E,B,C,E,A,C,B,C,E,C,B,E,D,B,A,C,D,D,C,A,E,A,E,E,B,D,E,B,A,E,B,D,,,,,,,,,,
1169,5,C,B,A,B,D,C,D,E,E,D,E,A,B,D,C,B,E,A,A,A,B,B,D,E,C,D,E,A,D,D,E,C,E,E,E,E,B,E,B,E,C,E,D,C,C,E,C,A,B,A,B,D,D,C,D,B,C,A,B,A,D,A,B,A,E,E,C,D,C,A,A,B,E,D,A,B,B,D,E,D,,,,,,,,,,
1170,5,E,A,C,B,D,C,D,A,E,D,B,B,B,D,D,B,B,D,E,A,B,C,D,E,C,B,C,A,B,E,E,C,A,B,C,E,E,E,A,C,A,B,C,C,D,E,C,D,E,A,B,C,D,E,A,B,C,D,E,B,C,A,E,D,B,D,A,C,E,B,C,A,E,B,D,A,C,E,A,B,,,,,,,,,,
1173,5,B,B,B,D,C,C,A,D,E,E,D,A,C,D,B,C,D,E,B,E,B,E,D,C,C,A,C,C,D,B,"A,E",C,D,,A,E,E,A,E,E,C,D,A,D,D,A,B,C,B,A,A,A,C,A,C,A,D,A,E,D,D,C,E,C,D,E,A,D,B,E,D,D,E,C,C,B,C,A,A,A,,,,,,,,,,
1174,5,C,D,C,"A,C",D,E,D,A,A,A,A,E,C,D,C,B,A,B,D,B,A,E,B,D,D,D,B,C,A,B,A,C,A,B,B,D,E,C,A,C,D,B,D,C,D,B,B,A,D,B,A,D,D,D,A,C,"B,C",C,A,D,D,E,E,D,A,A,A,D,B,D,A,A,C,C,E,,C,E,B,A,,,,,,,,,,
1175,5,C,E,C,C,C,B,D,A,E,D,E,B,B,E,B,B,C,B,D,A,B,A,C,A,C,C,C,E,D,B,E,C,A,B,C,E,B,E,D,E,E,E,C,C,D,A,E,C,A,E,B,A,B,D,D,A,B,C,A,C,E,E,C,B,A,E,C,C,D,E,A,D,D,D,C,E,C,D,E,B,,,,,,,,,,
1176,5,D,B,B,B,C,C,D,B,A,A,A,D,B,D,C,B,B,C,C,A,D,C,D,"B,D","B,C","B,C",B,C,C,A,D,C,E,A,B,D,A,E,E,A,A,D,A,"A,C",A,B,C,A,C,A,B,C,B,D,D,E,C,A,B,B,C,C,"C,D",D,C,A,B,A,B,C,B,D,E,C,B,B,E,E,C,A,,,,,,,,,,
1177,5,D,D,C,B,D,C,D,E,B,E,B,B,B,B,C,B,A,C,D,D,D,C,D,C,C,B,B,A,C,A,C,C,D,"A,B",A,D,D,A,A,E,D,A,E,A,C,D,B,A,E,A,E,D,C,B,C,D,D,D,A,C,A,D,E,E,A,E,D,E,D,D,C,B,B,D,C,D,B,B,B,A,,,,,,,,,,
1180,5,C,D,A,B,C,D,D,B,B,D,,B,B,D,C,"B,E",C,B,B,A,E,E,D,A,C,D,B,A,E,"A,B",E,C,B,B,B,D,B,B,B,,,D,C,C,C,B,B,E,B,A,B,"B,C",B,B,"C,D",C,D,C,C,D,C,C,D,A,E,D,D,B,B,C,"A,D",D,C,A,,B,D,A,B,A,,,,,,,,,,
1181,5,B,E,C,B,D,B,D,E,B,A,C,C,B,D,D,B,B,B,E,C,D,C,D,C,C,A,E,A,B,A,D,B,E,E,E,E,E,C,"C,E",A,C,B,C,B,A,E,B,A,B,E,A,E,A,C,E,A,B,D,B,C,B,"B,E",C,E,B,A,C,B,C,B,E,E,A,A,B,,A,E,C,C,,,,,,,,,,
1182,5,C,E,B,D,C,C,D,B,C,A,E,C,C,C,C,B,C,E,B,A,B,C,E,E,E,A,C,A,E,A,E,C,C,D,B,E,E,E,C,E,E,E,E,C,C,B,B,E,B,E,B,A,B,C,B,B,C,E,C,B,C,D,C,A,E,E,D,A,C,D,E,B,A,D,E,B,C,C,B,D,,,,,,,,,,
1183,5,A,E,B,E,D,C,D,E,C,A,B,C,D,B,E,B,C,E,B,A,B,E,B,C,C,D,A,E,E,B,E,C,E,E,A,D,C,B,B,D,C,D,E,C,C,,C,E,D,B,B,A,B,C,B,C,E,B,D,B,D,D,B,A,E,C,C,A,D,B,E,B,A,D,B,B,C,C,D,C,,,,,,,,,,
1184,5,C,B,C,A,A,E,A,C,D,E,B,D,B,B,C,B,E,D,C,D,A,E,D,B,B,C,E,D,D,C,A,E,A,E,A,D,B,A,C,E,C,D,D,C,A,C,A,B,E,E,B,C,E,C,C,B,C,E,D,B,E,E,"A,B",A,E,C,C,A,D,B,E,A,C,A,E,B,A,A,B,C,,,,,,,,,,
1185,5,C,A,E,C,D,C,D,C,B,D,E,E,B,D,C,B,D,D,A,A,D,C,B,B,B,D,D,E,A,D,C,C,A,D,B,D,C,A,C,A,C,A,C,E,D,D,B,C,B,A,B,C,B,D,C,E,B,D,C,A,C,D,B,E,C,D,B,D,C,B,D,C,E,C,E,B,D,C,B,D,,,,,,,,,,
1187,5,D,B,B,B,D,C,D,C,A,B,A,A,E,E,C,C,D,D,A,D,C,B,A,C,C,E,B,E,B,D,E,A,E,B,B,D,C,E,E,C,A,D,B,A,C,B,B,C,E,D,B,B,D,A,D,B,B,A,B,B,A,C,A,A,A,E,E,A,B,A,B,B,E,B,C,E,C,A,E,B,,,,,,,,,,
1188,5,B,A,B,D,D,C,D,B,E,D,D,C,B,D,C,A,A,C,"B,C",D,D,A,B,C,C,D,C,C,C,A,C,C,C,D,C,B,C,B,E,A,B,D,D,C,C,A,B,A,D,A,B,C,"B,C",C,B,A,E,E,A,E,D,D,B,C,B,D,C,B,C,D,C,D,A,B,D,B,A,C,E,E,,,,,,,,,,
1189,5,A,C,A,D,C,C,D,E,D,A,A,C,C,A,C,B,A,D,B,A,D,C,B,D,E,B,B,E,D,E,A,C,E,C,"A,E",D,E,E,E,E,B,A,E,B,C,D,C,E,E,C,B,B,B,C,D,D,E,A,B,"B,E",E,D,B,A,C,E,E,C,D,"B,D",B,D,E,B,A,B,"A,D",E,C,E,,,,,,,,,,
1191,5,D,E,D,C,C,C,D,E,E,B,B,E,B,E,C,B,E,E,A,A,B,B,B,C,D,A,C,C,A,E,E,B,B,B,E,A,B,C,B,C,D,C,E,B,C,D,D,C,B,D,A,A,E,E,D,C,B,C,D,A,D,C,D,E,C,B,C,D,C,B,A,C,B,C,B,A,C,B,A,B,,,,,,,,,,
1192,5,D,E,B,B,D,C,D,,E,E,D,B,B,E,C,B,D,D,A,A,B,B,B,A,D,D,C,A,D,D,B,C,A,A,E,D,E,C,C,C,D,C,A,C,C,B,C,E,B,B,B,C,C,C,B,B,B,A,C,D,A,D,C,E,A,E,C,B,C,A,E,C,B,A,B,A,C,B,A,B,,,,,,,,,,
1194,5,D,E,D,E,D,C,C,D,D,E,A,E,B,E,C,C,E,C,C,A,E,D,B,D,D,B,C,A,D,A,A,C,A,A,B,C,E,C,C,A,A,C,C,A,C,C,A,D,B,C,"C,E",E,B,E,A,B,D,"A,B",B,B,D,C,E,E,B,D,A,B,A,A,B,B,B,E,,B,A,B,B,D,,,,,,,,,,
1195,5,D,E,B,D,C,C,D,D,A,A,C,E,B,E,C,C,E,D,D,A,B,C,D,B,C,A,C,A,D,D,A,C,C,D,E,D,E,A,B,C,B,E,E,C,C,C,B,B,A,E,B,B,B,A,D,B,E,B,B,A,B,B,E,E,D,A,C,A,D,C,B,B,A,B,C,A,E,D,E,C,,,,,,,,,,
1197,5,D,B,B,D,D,C,D,B,D,A,B,B,B,D,C,B,A,B,D,A,B,C,D,B,D,A,E,D,D,D,B,C,C,D,D,D,B,A,B,E,B,A,B,A,C,A,C,C,A,C,B,C,B,A,B,D,C,B,B,B,E,D,C,A,C,E,C,D,C,E,A,D,E,B,C,C,B,E,C,D,,,,,,,,,,
1198,5,D,B,D,D,D,D,C,"A,D",D,A,B,B,"B,D",A,B,C,C,B,,D,D,B,B,D,B,D,D,D,B,B,A,"A,B",B,B,D,C,"B,C",B,C,A,B,C,D,B,D,C,D,A,A,B,C,B,C,B,C,D,E,A,D,C,"B,C","A,D",D,C,B,"C,D",D,C,B,C,D,D,D,C,B,C,B,D,C,E,,,,,,,,,,
1199,5,B,C,C,B,D,C,D,A,B,C,B,C,B,D,C,B,D,C,A,A,E,D,D,B,D,D,C,C,D,A,A,D,A,D,B,D,A,A,C,B,C,A,E,C,C,B,B,A,B,A,B,D,C,D,"A,D",E,C,B,B,C,A,D,C,E,A,E,E,D,C,D,D,C,A,C,"B,E",E,E,C,D,A,,,,,,,,,,
1200,5,B,D,A,B,C,C,D,C,D,D,A,D,B,C,C,C,D,D,B,B,E,B,B,A,D,C,D,D,E,E,E,C,C,E,E,E,B,A,E,E,B,C,B,E,D,A,D,C,C,D,"A,B",B,A,C,D,B,"B,E",E,B,D,D,B,C,E,C,E,A,A,C,E,A,D,A,E,B,D,B,A,"D,E",A,,,,,,,,,,
1203,5,A,E,B,B,D,C,A,A,E,D,D,E,B,E,D,B,D,E,E,E,D,C,C,E,C,A,B,E,D,D,E,C,C,C,A,E,A,E,E,E,A,D,D,A,B,D,C,E,D,D,B,C,C,B,A,A,E,A,C,E,C,E,C,E,A,C,B,E,C,A,"C,D",C,B,A,A,B,C,D,B,A,,,,,,,,,,
1204,5,C,A,B,B,D,C,D,B,E,A,A,C,C,C,C,B,B,D,B,A,B,C,D,B,C,A,C,A,A,A,C,C,A,A,B,D,D,D,B,A,B,C,C,C,D,D,B,C,B,B,A,B,B,C,B,B,E,C,B,D,B,C,"C,D",A,C,B,A,C,C,C,D,B,D,C,B,"B,D",E,C,D,A,,,,,,,,,,
1206,5,C,B,D,B,C,C,B,B,E,A,B,D,C,B,D,C,C,C,B,B,A,C,D,C,C,D,B,C,A,E,B,E,C,E,E,E,B,B,E,D,A,E,E,B,C,B,E,A,C,D,A,B,D,A,D,C,D,C,A,E,A,C,D,B,E,C,C,D,A,C,D,C,C,D,C,D,C,,D,B,,,,,,,,,,
1207,5,D,C,D,A,C,C,D,B,D,"C,D",C,B,A,D,C,C,D,C,D,C,C,C,E,E,E,D,C,C,D,C,A,C,B,D,B,C,B,C,C,A,C,C,C,D,D,D,C,A,A,C,D,C,C,E,C,B,C,E,C,B,D,C,C,C,B,A,B,B,B,C,C,C,C,C,B,C,C,B,C,B,,,,,,,,,,
1208,5,D,E,B,C,C,C,D,C,E,D,B,A,B,E,C,B,E,E,A,A,B,C,B,B,D,A,B,C,D,E,B,C,A,C,D,D,E,A,A,E,C,A,D,C,C,C,"A,C",A,E,B,B,C,B,C,A,B,C,A,B,A,B,D,A,A,E,A,E,A,A,A,B,B,E,D,A,B,B,B,A,C,,,,,,,,,,
1209,5,D,C,E,D,C,A,B,A,E,E,C,B,B,C,D,B,E,E,A,"A,D",C,E,C,D,E,C,C,D,E,A,B,C,D,C,C,D,A,B,B,D,B,A,B,A,D,C,E,E,D,"C,D",E,A,D,B,C,D,A,B,C,D,D,C,D,C,E,A,E,D,A,B,D,A,C,"D,E",C,B,A,D,B,E,,,,,,,,,,
1210,5,B,A,D,B,C,A,D,E,A,D,A,C,C,A,A,B,C,C,C,A,E,E,D,A,D,B,D,A,C,C,D,D,C,B,B,C,D,A,A,B,A,B,A,C,D,C,B,D,C,D,C,B,D,C,B,A,C,B,D,A,B,C,D,C,A,B,D,C,B,A,C,D,B,D,"A,C",D,B,C,B,E,,,,,,,,,,
1211,5,C,D,A,B,A,B,B,C,A,C,B,C,C,C,D,C,D,D,B,A,C,C,D,A,E,A,D,C,A,A,E,C,E,E,A,D,E,B,B,E,E,E,A,B,C,A,B,D,E,E,B,B,A,C,B,B,C,C,B,C,C,E,C,A,E,E,A,A,D,C,B,C,E,D,D,B,D,A,E,B,,,,,,,,,,
1212,5,D,D,C,B,D,C,D,C,A,A,B,B,D,A,D,B,D,D,A,A,C,D,D,B,C,B,A,D,B,A,D,C,C,A,A,B,B,D,D,A,D,A,D,B,B,D,D,A,D,C,B,A,C,D,A,C,A,C,B,D,C,C,C,D,B,D,C,B,B,B,C,B,D,A,C,C,A,A,E,B,,,,,,,,,,
1213,5,E,C,B,C,C,C,D,E,E,D,C,C,E,C,C,C,A,C,A,A,B,C,D,B,C,B,C,A,B,E,E,C,E,A,E,E,E,E,E,E,C,A,A,A,A,E,B,E,C,C,B,C,A,C,A,D,C,D,D,E,D,A,A,A,E,E,B,A,D,B,E,B,E,A,A,B,C,B,E,D,,,,,,,,,,
1215,5,D,C,B,C,C,C,A,B,A,D,C,B,B,C,C,C,C,E,A,A,B,C,D,C,D,B,D,C,C,A,A,C,D,C,B,D,C,C,C,B,A,D,B,B,A,D,B,B,B,A,B,B,C,C,D,C,C,A,B,B,C,C,E,A,D,E,C,D,D,D,A,A,C,A,E,B,C,B,B,C,,,,,,,,,,
1216,5,A,B,A,B,D,C,C,D,"A,C",C,D,A,C,D,D,B,E,A,B,"B,E",E,C,D,B,D,D,B,D,C,B,D,C,A,"A,D",C,E,B,C,E,A,B,"C,D",D,"B,E",B,D,B,E,A,C,E,C,D,B,E,C,D,B,C,C,E,C,E,B,D,B,"C,D",D,B,D,B,C,B,E,C,D,B,D,B,D,,,,,,,,,,
1217,5,E,B,A,E,D,C,B,D,D,C,A,B,B,D,C,C,A,B,B,C,A,E,D,D,A,D,A,D,A,A,B,C,D,A,C,A,B,A,C,A,A,C,B,A,A,D,C,C,D,D,D,D,D,C,E,A,D,A,B,B,C,E,A,E,B,E,B,A,C,A,A,E,C,A,D,B,C,E,E,C,,,,,,,,,,
1218,5,D,A,C,C,D,C,C,B,C,A,D,B,B,C,A,C,C,D,D,A,C,E,D,A,E,C,E,D,D,E,E,C,E,B,E,E,E,E,E,E,E,C,B,C,C,A,B,C,C,C,A,A,B,B,D,C,E,B,C,C,C,A,A,E,E,A,E,D,D,C,D,B,B,D,C,C,C,C,C,C,,,,,,,,,,
1219,5,A,D,D,B,C,C,A,C,B,A,E,C,B,E,B,C,A,D,B,D,A,B,C,A,B,D,E,C,A,C,E,C,D,"A,D",B,C,D,B,E,A,C,D,B,B,D,C,B,D,"A,D",C,B,B,E,C,A,B,C,B,D,C,D,C,A,C,B,D,A,B,E,E,C,A,C,B,D,D,B,"A,C",E,A,,,,,,,,,,
1220,5,E,D,B,D,C,A,B,C,B,B,E,B,D,C,A,C,A,B,E,C,E,C,D,D,B,E,A,A,C,C,A,A,D,A,C,A,C,A,A,C,C,C,D,C,D,C,B,D,D,B,C,A,C,B,"A,D",D,E,A,B,C,D,E,A,B,C,D,E,D,C,B,A,B,D,A,C,B,A,C,D,A,,,,,,,,,,
1221,5,D,A,B,B,C,C,D,B,E,D,C,D,C,D,B,C,D,D,,E,B,C,D,A,E,D,C,E,A,A,E,C,E,C,B,E,E,E,C,E,E,E,E,C,D,E,C,A,C,E,B,E,B,C,D,C,C,E,B,B,D,D,A,D,C,E,E,E,D,D,C,E,D,A,D,B,E,E,B,D,,,,,,,,,,
1222,5,D,A,B,B,D,C,A,C,C,A,A,A,B,A,C,A,A,D,B,A,B,C,D,C,C,B,D,C,B,D,A,A,C,B,A,D,A,B,C,C,B,C,B,A,B,D,D,B,B,A,C,C,D,C,A,D,B,B,D,B,D,C,A,C,C,B,B,C,D,C,B,A,E,C,C,A,D,A,A,B,,,,,,,,,,
1224,5,B,C,B,C,C,C,D,A,C,A,A,B,B,E,B,B,D,B,A,A,B,C,D,D,C,C,C,B,B,D,B,C,B,"A,B",B,D,D,"A,E",D,B,B,B,D,C,C,B,B,D,B,A,D,B,C,C,B,C,C,D,B,B,B,B,A,A,A,D,A,A,A,A,C,C,B,A,A,B,A,D,B,B,,,,,,,,,,
1225,5,A,A,B,D,C,A,C,C,C,D,A,D,B,E,A,E,C,D,A,D,B,D,A,C,C,B,E,E,B,A,C,D,A,D,C,,B,D,C,A,E,C,A,A,D,E,B,D,E,B,A,C,"C,E",B,D,B,"B,E",E,B,D,D,B,D,C,A,E,A,C,D,B,D,A,C,,A,E,,A,D,E,,,,,,,,,,
1226,5,B,A,B,"A,C",C,C,D,B,C,A,C,C,B,D,C,C,C,D,B,A,C,B,D,A,C,B,D,A,C,D,C,D,B,A,B,D,A,A,C,B,A,C,A,A,A,C,B,C,C,A,B,B,C,B,D,D,A,D,C,A,D,B,C,B,B,A,C,C,A,C,B,B,C,B,C,D,D,B,C,D,,,,,,,,,,
1227,5,B,C,A,A,C,D,C,B,C,A,B,D,B,D,C,C,B,D,"C,D",C,A,E,D,A,C,B,A,A,B,A,D,B,B,C,B,A,B,A,D,C,B,C,D,A,"A,C",B,C,D,B,"A,D",D,A,C,B,C,"A,B",A,B,D,C,A,A,C,B,A,B,B,"A,D",C,D,C,A,"B,D",C,B,C,D,B,A,C,,,,,,,,,,
1228,5,D,A,A,E,D,C,D,D,"C,D",B,D,C,B,E,C,B,A,D,C,B,B,C,D,D,C,B,D,A,A,C,A,C,C,D,A,D,B,A,C,B,B,A,C,B,C,D,B,B,C,A,B,B,A,B,D,C,C,B,D,B,D,A,C,A,D,E,A,C,D,C,B,D,C,D,C,D,C,E,C,A,,,,,,,,,,
1229,5,D,B,A,C,D,D,B,C,A,D,A,C,A,A,B,C,C,D,B,B,D,B,B,A,C,A,C,A,D,D,A,C,A,A,A,C,A,B,A,D,C,C,A,C,C,D,C,A,A,B,B,C,C,B,B,D,B,D,C,B,C,C,C,C,B,C,B,B,A,C,D,C,D,A,A,B,B,"A,C",A,B,,,,,,,,,,
1230,5,D,B,B,B,D,C,D,B,A,C,"C,D",B,C,"C,D",E,B,E,D,E,E,B,C,E,A,C,D,C,A,C,C,E,B,E,A,B,E,E,E,A,D,C,B,D,B,B,E,B,C,D,D,A,C,D,E,A,E,E,B,A,C,C,D,B,C,A,C,A,B,C,E,A,D,B,E,C,B,C,E,C,E,,,,,,,,,,
